,ind,species,sex,chrom,gene,pos,count
494,Carl,chimp,M,Y,TSPY,13387.0,33.0
495,Carl,chimp,M,Y,TXLNGY,22440.5,12.0
496,Carl,chimp,M,Y,USP9Y,85052.0,13.0
497,Carl,chimp,M,Y,UTY,125847.0,12.0
498,Carl,chimp,M,Y,VCY,1035.0,15.0
499,Carl,chimp,M,Y,XKRY,2837.0,57.0
500,Carl,chimp,M,Y,ZFY,26746.0,12.0
501,Carl,chimp,M,Y,chrX,80214757.0,14.0
502,Carl,chimp,M,Y,chrY.background,514629.0,10.0
503,Carolina,chimp,F,Y,DAZ,54442.0,1.0
504,Carolina,chimp,F,Y,EIF1AY,15449.5,1.0
505,Carolina,chimp,F,Y,NLGN4Y,73891.5,1.0
506,Carolina,chimp,F,Y,PCDH11Y,368003.5,5.0
507,Carolina,chimp,F,Y,PRKY,41676.5,3.0
508,Carolina,chimp,F,Y,PRY,34668.5,3.0
509,Carolina,chimp,F,Y,TBL1Y,52689.5,6.0
510,Carolina,chimp,F,Y,TGIF2LY,3859.5,4.0
511,Carolina,chimp,F,Y,USP9Y,151756.0,1.0
512,Carolina,chimp,F,Y,UTY,224566.0,4.0
513,Carolina,chimp,F,Y,VCY,1787.0,5.0
514,Carolina,chimp,F,Y,chrX,80256031.0,20.0
515,Carolina,chimp,F,Y,chrY.background,502683.0,1.0
516,Frits,chimp,M,Y,AMELY,29008.5,7.0
517,Frits,chimp,M,Y,BPY2,12701.0,16.0
518,Frits,chimp,M,Y,CDY,7830.0,28.0
519,Frits,chimp,M,Y,DAZ,58404.0,30.0
520,Frits,chimp,M,Y,DBY,10789.0,8.0
521,Frits,chimp,M,Y,EIF1AY,10199.5,9.0
522,Frits,chimp,M,Y,HSFY,4960.5,2.0
523,Frits,chimp,M,Y,KDM5D,21649.5,8.0
524,Frits,chimp,M,Y,NLGN4Y,160198.0,7.0
525,Frits,chimp,M,Y,PCDH11Y,370807.0,3.0
526,Frits,chimp,M,Y,PRKY,53069.5,5.0
527,Frits,chimp,M,Y,PRY,23052.0,27.0
528,Frits,chimp,M,Y,RBMY1A1,14822.5,44.0
529,Frits,chimp,M,Y,RPS4Y1,14586.0,7.0
530,Frits,chimp,M,Y,RPS4Y2,14815.0,7.0
531,Frits,chimp,M,Y,SRY,2518.5,7.0
532,Frits,chimp,M,Y,TBL1Y,94986.0,7.0
533,Frits,chimp,M,Y,TGIF2LY,3862.0,2.0
534,Frits,chimp,M,Y,TMSB4Y,2717.5,8.0
535,Frits,chimp,M,Y,TSPY,13212.5,18.0
536,Frits,chimp,M,Y,TXLNGY,22607.5,8.0
537,Frits,chimp,M,Y,USP9Y,85464.5,9.0
538,Frits,chimp,M,Y,UTY,125672.5,8.0
539,Frits,chimp,M,Y,VCY,1013.5,11.0
540,Frits,chimp,M,Y,XKRY,2836.0,39.0
541,Frits,chimp,M,Y,ZFY,27297.0,8.0
542,Frits,chimp,M,Y,chrX,80333708.0,9.0
543,Frits,chimp,M,Y,chrY.background,514027.0,7.0
544,Masala,orang,M,Y,AMELY,35236.0,5.0
545,Masala,orang,M,Y,BPY2,11751.5,14.0
546,Masala,orang,M,Y,CDY,4058.0,21.0
547,Masala,orang,M,Y,DAZ,62265.0,13.0
548,Masala,orang,M,Y,DBY,12530.5,8.0
549,Masala,orang,M,Y,EIF1AY,10788.0,6.0
550,Masala,orang,M,Y,HSFY,18222.5,19.0
551,Masala,orang,M,Y,KDM5D,24851.0,6.0
552,Masala,orang,M,Y,NLGN4Y,211861.0,4.0
553,Masala,orang,M,Y,PCDH11Y,374080.5,3.0
554,Masala,orang,M,Y,PRKY,70793.0,2.0
555,Masala,orang,M,Y,PRY,6694.0,4.0
556,Masala,orang,M,Y,RBMY1A1,15389.5,4.0
557,Masala,orang,M,Y,RPS4Y1,16147.0,4.0
558,Masala,orang,M,Y,RPS4Y2,13893.5,4.0
559,Masala,orang,M,Y,SRY,2822.0,7.0
560,Masala,orang,M,Y,TBL1Y,100537.0,5.0
561,Masala,orang,M,Y,TGIF2LY,4058.5,1.0
562,Masala,orang,M,Y,TMSB4Y,3273.0,3.0
563,Masala,orang,M,Y,TSPY,15202.0,11.0
564,Masala,orang,M,Y,TXLNGY,27253.0,5.0
565,Masala,orang,M,Y,USP9Y,86367.5,7.0
566,Masala,orang,M,Y,UTY,131013.0,6.0
567,Masala,orang,M,Y,VCY,4005.5,4.0
568,Masala,orang,M,Y,XKRY,3282.0,29.0
569,Masala,orang,M,Y,ZFY,31744.0,7.0
570,Masala,orang,M,Y,chrX,82191481.0,10.0
571,Masala,orang,M,Y,chrY.background,511484.0,4.0
572,Mawenzi,gorilla,F,Y,AMELY,12876.0,3.0
573,Mawenzi,gorilla,F,Y,DAZ,53836.0,1.0
574,Mawenzi,gorilla,F,Y,DBY,9041.5,1.0
575,Mawenzi,gorilla,F,Y,NLGN4Y,73986.0,2.0
576,Mawenzi,gorilla,F,Y,PCDH11Y,359712.0,6.0
577,Mawenzi,gorilla,F,Y,PRKY,69590.0,5.0
578,Mawenzi,gorilla,F,Y,PRY,34204.5,1.0
579,Mawenzi,gorilla,F,Y,TBL1Y,52633.0,9.0
580,Mawenzi,gorilla,F,Y,USP9Y,115300.0,1.0
581,Mawenzi,gorilla,F,Y,UTY,200204.5,4.0
582,Mawenzi,gorilla,F,Y,VCY,1792.5,1.0
583,Mawenzi,gorilla,F,Y,chrX,80494355.0,30.0
584,Mawenzi,gorilla,F,Y,chrY.background,665137.5,2.0
585,Mimi,gorilla,F,Y,AMELY,34228.0,1.0
586,Mimi,gorilla,F,Y,BPY2,14398.5,1.0
587,Mimi,gorilla,F,Y,CDY,12082.5,1.0
588,Mimi,gorilla,F,Y,DAZ,54418.5,1.0
589,Mimi,gorilla,F,Y,DBY,10640.5,1.0
590,Mimi,gorilla,F,Y,EIF1AY,11036.5,1.0
591,Mimi,gorilla,F,Y,HSFY,20695.5,1.0
592,Mimi,gorilla,F,Y,KDM5D,11427.5,1.0
593,Mimi,gorilla,F,Y,NLGN4Y,170302.0,1.0
594,Mimi,gorilla,F,Y,PCDH11Y,361153.0,6.0
595,Mimi,gorilla,F,Y,PRKY,62534.5,2.0
596,Mimi,gorilla,F,Y,PRY,19928.5,1.0
597,Mimi,gorilla,F,Y,RBMY1A1,8498.0,1.0
598,Mimi,gorilla,F,Y,RPS4Y1,21844.5,1.0
599,Mimi,gorilla,F,Y,RPS4Y2,17188.5,1.0
600,Mimi,gorilla,F,Y,SRY,2651.0,1.0
601,Mimi,gorilla,F,Y,TBL1Y,100278.5,1.0
602,Mimi,gorilla,F,Y,TGIF2LY,3863.5,1.0
603,Mimi,gorilla,F,Y,TMSB4Y,5284.0,1.0
604,Mimi,gorilla,F,Y,TSPY,15966.0,2.5
605,Mimi,gorilla,F,Y,TXLNGY,14064.5,1.0
606,Mimi,gorilla,F,Y,USP9Y,77446.5,1.0
607,Mimi,gorilla,F,Y,UTY,129533.0,1.0
608,Mimi,gorilla,F,Y,VCY,1261.5,1.0
609,Mimi,gorilla,F,Y,XKRY,3024.5,1.0
610,Mimi,gorilla,F,Y,ZFY,37361.0,1.0
611,Mimi,gorilla,F,Y,chrX,80507385.5,30.0
612,Mimi,gorilla,F,Y,chrY.background,665768.5,1.0
613,Moni,orang,F,Y,AMELY,23892.5,1.0
614,Moni,orang,F,Y,DAZ,55820.0,1.0
615,Moni,orang,F,Y,KDM5D,27813.5,1.0
616,Moni,orang,F,Y,NLGN4Y,73682.0,2.0
617,Moni,orang,F,Y,PCDH11Y,373999.5,6.0
618,Moni,orang,F,Y,PRKY,35342.0,5.0
619,Moni,orang,F,Y,PRY,34694.5,1.0
620,Moni,orang,F,Y,TBL1Y,52892.5,7.0
621,Moni,orang,F,Y,TGIF2LY,3866.0,9.0
622,Moni,orang,F,Y,TXLNGY,18973.5,1.0
623,Moni,orang,F,Y,USP9Y,151341.5,1.0
624,Moni,orang,F,Y,UTY,224199.0,5.0
625,Moni,orang,F,Y,XKRY,2871.5,1.0
626,Moni,orang,F,Y,chrX,82151751.5,20.0
627,Moni,orang,F,Y,chrY.background,581636.0,1.0
628,Mutasi,gorilla,F,Y,AMELY,12867.0,4.0
629,Mutasi,gorilla,F,Y,DAZ,55475.0,1.0
630,Mutasi,gorilla,F,Y,EIF1AY,15427.0,4.0
631,Mutasi,gorilla,F,Y,NLGN4Y,73729.5,1.0
632,Mutasi,gorilla,F,Y,PCDH11Y,364694.0,6.0
633,Mutasi,gorilla,F,Y,PRKY,69655.5,5.0
634,Mutasi,gorilla,F,Y,PRY,34257.5,1.0
635,Mutasi,gorilla,F,Y,TBL1Y,52065.5,5.0
636,Mutasi,gorilla,F,Y,TXLNGY,17689.0,1.0
637,Mutasi,gorilla,F,Y,USP9Y,115251.5,2.0
638,Mutasi,gorilla,F,Y,UTY,200244.5,3.0
639,Mutasi,gorilla,F,Y,ZFY,44545.5,1.0
640,Mutasi,gorilla,F,Y,chrX,80466496.0,32.0
641,Mutasi,gorilla,F,Y,chrY.background,415291.5,2.0
642,Simliki,chimp,F,Y,AMELY,30063.0,1.0
643,Simliki,chimp,F,Y,DAZ,52599.0,2.0
644,Simliki,chimp,F,Y,NLGN4Y,73942.5,1.0
645,Simliki,chimp,F,Y,PCDH11Y,368626.0,8.0
646,Simliki,chimp,F,Y,PRKY,41736.0,3.0
647,Simliki,chimp,F,Y,TBL1Y,52320.0,6.0
648,Simliki,chimp,F,Y,TGIF2LY,3858.5,1.0
649,Simliki,chimp,F,Y,TXLNGY,18632.5,1.0
650,Simliki,chimp,F,Y,USP9Y,92536.0,1.0
651,Simliki,chimp,F,Y,UTY,199132.0,4.0
652,Simliki,chimp,F,Y,VCY,1787.5,5.0
653,Simliki,chimp,F,Y,ZFY,43938.5,1.0
654,Simliki,chimp,F,Y,chrX,80251609.0,37.0
655,Simliki,chimp,F,Y,chrY.background,409103.0,2.0
656,Suma,orang,F,Y,AMELY,34664.5,1.0
657,Suma,orang,F,Y,DAZ,54222.0,1.0
658,Suma,orang,F,Y,KDM5D,27852.5,1.0
659,Suma,orang,F,Y,NLGN4Y,73887.0,2.0
660,Suma,orang,F,Y,PCDH11Y,368238.5,8.0
661,Suma,orang,F,Y,PRKY,46942.0,6.0
662,Suma,orang,F,Y,PRY,34666.5,4.0
663,Suma,orang,F,Y,RBMY1A1,10089.5,1.0
664,Suma,orang,F,Y,TBL1Y,52803.0,13.0
665,Suma,orang,F,Y,TGIF2LY,4052.0,8.0
666,Suma,orang,F,Y,TXLNGY,18970.0,2.0
667,Suma,orang,F,Y,USP9Y,151539.5,1.0
668,Suma,orang,F,Y,UTY,224190.0,7.0
669,Suma,orang,F,Y,ZFY,44551.5,1.0
670,Suma,orang,F,Y,chrX,82182743.5,31.0
671,Suma,orang,F,Y,chrY.background,581172.0,1.0
