,ind,species,sex,chrom,gene,pos,count
485,Mutasi,gorilla,F,Y,PRY,34257.5,1.0
486,Mutasi,gorilla,F,Y,TBL1Y,52065.5,5.0
487,Mutasi,gorilla,F,Y,TXLNGY,17689.0,1.0
488,Mutasi,gorilla,F,Y,USP9Y,115251.5,2.0
489,Mutasi,gorilla,F,Y,UTY,200244.5,3.0
490,Mutasi,gorilla,F,Y,ZFY,44545.5,1.0
491,Mutasi,gorilla,F,Y,chrX,80466496.0,32.0
492,Mutasi,gorilla,F,Y,chrY.background,415291.5,2.0
493,Mawenzi,gorilla,F,Y,AMELY,12876.0,3.0
494,Mawenzi,gorilla,F,Y,DAZ,53836.0,1.0
495,Mawenzi,gorilla,F,Y,DBY,9041.5,1.0
496,Mawenzi,gorilla,F,Y,NLGN4Y,73986.0,2.0
497,Mawenzi,gorilla,F,Y,PCDH11Y,359712.0,6.0
498,Mawenzi,gorilla,F,Y,PRKY,69590.0,5.0
499,Mawenzi,gorilla,F,Y,PRY,34204.5,1.0
500,Mawenzi,gorilla,F,Y,TBL1Y,52633.0,9.0
501,Mawenzi,gorilla,F,Y,USP9Y,115300.0,1.0
502,Mawenzi,gorilla,F,Y,UTY,200204.5,4.0
503,Mawenzi,gorilla,F,Y,VCY,1792.5,1.0
504,Mawenzi,gorilla,F,Y,chrX,80494355.0,30.0
505,Mawenzi,gorilla,F,Y,chrY.background,665137.5,2.0
506,Frits,chimp,M,Y,AMELY,29008.5,7.0
507,Frits,chimp,M,Y,BPY2,12701.0,16.0
508,Frits,chimp,M,Y,CDY,7830.0,28.0
509,Frits,chimp,M,Y,DAZ,58404.0,30.0
510,Frits,chimp,M,Y,DBY,10789.0,8.0
511,Frits,chimp,M,Y,EIF1AY,10199.5,9.0
512,Frits,chimp,M,Y,HSFY,4960.5,2.0
513,Frits,chimp,M,Y,KDM5D,21649.5,8.0
514,Frits,chimp,M,Y,NLGN4Y,160198.0,7.0
515,Frits,chimp,M,Y,PCDH11Y,370807.0,3.0
516,Frits,chimp,M,Y,PRKY,53069.5,5.0
517,Frits,chimp,M,Y,PRY,23052.0,27.0
518,Frits,chimp,M,Y,RBMY1A1,14822.5,44.0
519,Frits,chimp,M,Y,RPS4Y1,14586.0,7.0
520,Frits,chimp,M,Y,RPS4Y2,14815.0,7.0
521,Frits,chimp,M,Y,SRY,2518.5,7.0
522,Frits,chimp,M,Y,TBL1Y,94986.0,7.0
523,Frits,chimp,M,Y,TGIF2LY,3862.0,2.0
524,Frits,chimp,M,Y,TMSB4Y,2717.5,8.0
525,Frits,chimp,M,Y,TSPY,13212.5,18.0
526,Frits,chimp,M,Y,TXLNGY,22607.5,8.0
527,Frits,chimp,M,Y,USP9Y,85464.5,9.0
528,Frits,chimp,M,Y,UTY,125672.5,8.0
529,Frits,chimp,M,Y,VCY,1013.5,11.0
530,Frits,chimp,M,Y,XKRY,2836.0,39.0
531,Frits,chimp,M,Y,ZFY,27297.0,8.0
532,Frits,chimp,M,Y,chrX,80333708.0,9.0
533,Frits,chimp,M,Y,chrY.background,514027.0,7.0
534,Moni,orang,F,Y,AMELY,23892.5,1.0
535,Moni,orang,F,Y,DAZ,55820.0,1.0
536,Moni,orang,F,Y,KDM5D,27813.5,1.0
537,Moni,orang,F,Y,NLGN4Y,73682.0,2.0
538,Moni,orang,F,Y,PCDH11Y,373999.5,6.0
539,Moni,orang,F,Y,PRKY,35342.0,5.0
540,Moni,orang,F,Y,PRY,34694.5,1.0
541,Moni,orang,F,Y,TBL1Y,52892.5,7.0
542,Moni,orang,F,Y,TGIF2LY,3866.0,9.0
543,Moni,orang,F,Y,TXLNGY,18973.5,1.0
544,Moni,orang,F,Y,USP9Y,151341.5,1.0
545,Moni,orang,F,Y,UTY,224199.0,5.0
546,Moni,orang,F,Y,XKRY,2871.5,1.0
547,Moni,orang,F,Y,chrX,82151751.5,20.0
548,Moni,orang,F,Y,chrY.background,581636.0,1.0
549,Buschi,orang,M,X,DMD,875739.0,5.0
550,Buschi,orang,M,X,10_0,7047.5,6.0
551,Buschi,orang,M,X,10_1,6076.5,13.0
552,Buschi,orang,M,X,11_0,13038.0,16.0
553,Buschi,orang,M,X,12_0,17962.0,5.0
554,Buschi,orang,M,X,13_0,17372.0,9.0
555,Buschi,orang,M,X,14_0,57084.0,13.0
556,Buschi,orang,M,X,14_1,5071.0,12.0
557,Buschi,orang,M,X,16_0,2417.5,12.0
558,Buschi,orang,M,X,17_0,1324.0,4.0
559,Buschi,orang,M,X,17_1,68744.5,12.0
560,Buschi,orang,M,X,18_0,1537.5,5.0
561,Buschi,orang,M,X,18_1,2100.0,8.0
562,Buschi,orang,M,X,21_0,835.5,206.0
563,Buschi,orang,M,X,23_0,18433.5,7.0
564,Buschi,orang,M,X,24_0,1368.0,7.0
565,Buschi,orang,M,X,25_0,7671.5,6.0
566,Buschi,orang,M,X,26_0,3928.5,6.0
567,Buschi,orang,M,X,27_0,7991.5,10.0
568,Buschi,orang,M,X,29_0,4013.0,11.0
569,Buschi,orang,M,X,29_1,2550.0,18.0
570,Buschi,orang,M,X,29_2,1508.5,7.0
571,Buschi,orang,M,X,30_0,1760.5,9.0
572,Buschi,orang,M,X,30_1,3142.5,13.0
573,Buschi,orang,M,X,31_0,4259.5,10.0
574,Buschi,orang,M,X,31_1,21561.5,10.0
575,Buschi,orang,M,X,32_0,7957.0,10.0
576,Buschi,orang,M,X,32_1,6530.5,9.0
577,Buschi,orang,M,X,33_0,22894.5,14.0
578,Buschi,orang,M,X,34_0,7409.0,6.0
579,Buschi,orang,M,X,4_0,3737.5,6.0
580,Buschi,orang,M,X,5_0,301.0,1.0
581,Buschi,orang,M,X,6_0,3733.0,15.0
582,Buschi,orang,M,X,8_0,12768.0,11.0
583,Buschi,orang,M,X,9_0,3779.0,11.0
584,Banjo,gorilla,M,X,DMD,996700.5,15.0
585,Banjo,gorilla,M,X,10_0,5505.0,20.0
586,Banjo,gorilla,M,X,10_1,5620.5,27.0
587,Banjo,gorilla,M,X,11_0,13256.5,32.0
588,Banjo,gorilla,M,X,12_0,29548.0,32.0
589,Banjo,gorilla,M,X,13_0,48268.0,10.0
590,Banjo,gorilla,M,X,14_0,57653.0,29.0
591,Banjo,gorilla,M,X,14_1,4878.0,23.0
592,Banjo,gorilla,M,X,16_0,2338.0,22.0
593,Banjo,gorilla,M,X,17_0,1034.5,10.0
594,Banjo,gorilla,M,X,17_1,63109.0,32.0
595,Banjo,gorilla,M,X,18_0,1257.0,15.0
596,Banjo,gorilla,M,X,18_1,1771.5,9.0
597,Banjo,gorilla,M,X,21_0,562.5,104.0
598,Banjo,gorilla,M,X,23_0,24221.5,28.0
599,Banjo,gorilla,M,X,24_0,1693.0,43.0
600,Banjo,gorilla,M,X,25_0,7670.0,18.0
601,Banjo,gorilla,M,X,26_0,4170.0,41.0
602,Banjo,gorilla,M,X,27_0,8576.0,53.0
603,Banjo,gorilla,M,X,29_0,4133.5,18.0
604,Banjo,gorilla,M,X,29_1,2773.5,14.0
605,Banjo,gorilla,M,X,29_2,1346.5,14.0
606,Banjo,gorilla,M,X,30_0,1832.0,15.0
607,Banjo,gorilla,M,X,30_1,3186.5,30.0
608,Banjo,gorilla,M,X,31_0,4289.5,14.0
609,Banjo,gorilla,M,X,31_1,22106.5,24.0
610,Banjo,gorilla,M,X,32_0,7492.5,20.0
611,Banjo,gorilla,M,X,32_1,5954.0,13.0
612,Banjo,gorilla,M,X,33_0,23516.0,33.0
613,Banjo,gorilla,M,X,34_0,7580.5,25.0
614,Banjo,gorilla,M,X,4_0,5065.5,8.0
615,Banjo,gorilla,M,X,5_0,408.0,3.0
616,Banjo,gorilla,M,X,6_0,3723.0,149.0
617,Banjo,gorilla,M,X,8_0,12462.0,31.0
618,Banjo,gorilla,M,X,9_0,3731.5,16.0
619,Carl,chimp,M,Y,AMELY,28955.0,11.0
620,Carl,chimp,M,Y,BPY2,12647.0,27.0
621,Carl,chimp,M,Y,CDY,7807.0,47.0
622,Carl,chimp,M,Y,DAZ,58230.5,44.0
623,Carl,chimp,M,Y,DBY,10671.0,11.0
624,Carl,chimp,M,Y,EIF1AY,10452.0,13.0
625,Carl,chimp,M,Y,HSFY,4912.5,4.0
626,Carl,chimp,M,Y,KDM5D,21680.0,13.0
627,Carl,chimp,M,Y,NLGN4Y,159300.0,11.0
628,Carl,chimp,M,Y,PCDH11Y,368305.5,4.0
629,Carl,chimp,M,Y,PRKY,53649.0,8.0
630,Carl,chimp,M,Y,PRY,23027.0,44.0
631,Carl,chimp,M,Y,RBMY1A1,14823.5,86.0
632,Carl,chimp,M,Y,RPS4Y1,14576.0,11.0
633,Carl,chimp,M,Y,RPS4Y2,14643.5,11.0
634,Carl,chimp,M,Y,SRY,2454.0,12.0
635,Carl,chimp,M,Y,TBL1Y,94997.0,13.0
636,Carl,chimp,M,Y,TGIF2LY,3910.5,1.0
637,Carl,chimp,M,Y,TMSB4Y,2820.5,12.0
638,Carl,chimp,M,Y,TSPY,13387.0,33.0
639,Carl,chimp,M,Y,TXLNGY,22440.5,12.0
640,Carl,chimp,M,Y,USP9Y,85052.0,13.0
641,Carl,chimp,M,Y,UTY,125847.0,12.0
642,Carl,chimp,M,Y,VCY,1035.0,15.0
643,Carl,chimp,M,Y,XKRY,2837.0,57.0
644,Carl,chimp,M,Y,ZFY,26746.0,12.0
645,Carl,chimp,M,Y,chrX,80214757.0,14.0
646,Carl,chimp,M,Y,chrY.background,514629.0,10.0
647,Frits,chimp,M,X,DMD,1013907.5,9.0
648,Frits,chimp,M,X,10_0,5591.0,12.0
649,Frits,chimp,M,X,10_1,5633.0,16.0
650,Frits,chimp,M,X,11_0,13409.5,18.0
651,Frits,chimp,M,X,12_0,28952.0,19.0
652,Frits,chimp,M,X,13_0,28403.5,15.0
653,Frits,chimp,M,X,14_0,57057.0,17.0
654,Frits,chimp,M,X,14_1,4969.0,14.0
655,Frits,chimp,M,X,16_0,2424.0,14.0
656,Frits,chimp,M,X,17_0,1021.0,7.0
657,Frits,chimp,M,X,17_1,69943.0,19.0
658,Frits,chimp,M,X,18_0,1214.0,8.0
659,Frits,chimp,M,X,18_1,1732.0,8.0
660,Frits,chimp,M,X,21_0,586.0,183.0
661,Frits,chimp,M,X,23_0,24184.5,24.0
662,Frits,chimp,M,X,24_0,1606.0,8.0
663,Frits,chimp,M,X,25_0,7552.5,12.0
664,Frits,chimp,M,X,26_0,4206.5,25.0
665,Frits,chimp,M,X,27_0,8747.0,21.0
666,Frits,chimp,M,X,29_0,3604.5,9.0
667,Frits,chimp,M,X,29_1,2761.5,23.0
668,Frits,chimp,M,X,29_2,1397.0,6.0
669,Frits,chimp,M,X,30_0,1655.5,7.0
670,Frits,chimp,M,X,30_1,3022.0,24.0
671,Frits,chimp,M,X,31_0,4388.5,11.0
672,Frits,chimp,M,X,31_1,22217.0,13.0
673,Frits,chimp,M,X,32_0,7502.5,12.0
674,Frits,chimp,M,X,32_1,5797.0,12.0
675,Frits,chimp,M,X,33_0,23610.0,18.0
676,Frits,chimp,M,X,34_0,7519.5,15.0
677,Frits,chimp,M,X,4_0,4785.0,4.0
678,Frits,chimp,M,X,5_0,457.5,2.0
679,Frits,chimp,M,X,6_0,3735.5,56.0
680,Frits,chimp,M,X,8_0,12178.0,18.0
681,Frits,chimp,M,X,9_0,3711.0,11.0
